"Activity ID","Source Issue","Phase","Gate","Type","Execution","Agent Role","Goal","Deliverables","Predecessors","Acceptance IDs","Status","Owner Role","Reviewer Role","Priority References"
"ACT-SP-121-03","SP-121","P07","G3","Verification and handoff","Agent","QA / Billing agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Billing / security reviewer.","SP-121 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-121-02","AC-SP-121-01, AC-SP-121-02, AC-SP-121-03, AC-SP-121-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-122-01","SP-122","P07","G3","Delivery activity","Agent","Billing agent","Present approved source/proration/renewal behavior through Stripe test routes","Adult billing portal/checkout integration and invoice states","ACT-SP-049-02, ACT-SP-111-03, ACT-SP-120-03","AC-SP-122-01, AC-SP-122-02, AC-SP-122-03, AC-SP-122-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-122-02","SP-122","P07","G3","Delivery activity","Agent","Billing agent","Handle concurrent assignment, upgrades/renewal downgrades and excluded invited coaches without media rights","Seat allocation service and contention/sponsorship evidence","ACT-SP-122-01","AC-SP-122-01, AC-SP-122-02, AC-SP-122-03, AC-SP-122-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-122-03","SP-122","P07","G3","Verification and handoff","Agent","QA / Billing agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Billing / security reviewer.","SP-122 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-122-02","AC-SP-122-01, AC-SP-122-02, AC-SP-122-03, AC-SP-122-04","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-123-01","SP-123","P07","G3","Delivery activity","Agent","Operations agent","Add leases, backoff and idempotency for billing/deletion/notification/cleanup/recovery jobs","Job runner configuration and task-specific identity boundaries","ACT-SP-106-03, ACT-SP-110-03, ACT-SP-120-03","AC-SP-123-01, AC-SP-123-02, AC-SP-123-03, AC-SP-123-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-123-02","SP-123","P07","G3","Delivery activity","Agent","Operations agent","Exercise lease expiry, retry caps, dead letters and cost limits with owner-visible recovery","Crash/retry evidence and failure ownership dashboard/runbook","ACT-SP-123-01","AC-SP-123-01, AC-SP-123-02, AC-SP-123-03, AC-SP-123-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-123-03","SP-123","P07","G3","Verification and handoff","Agent","QA / Operations agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Operator / security reviewer.","SP-123 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-123-02","AC-SP-123-01, AC-SP-123-02, AC-SP-123-03, AC-SP-123-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-124-01","SP-124","P07","G3","Delivery activity","Agent","Operations agent","Count capture start/save/failure, timing, export, upload/auth/quota health with denominators","Minimal event schema and operational metrics","ACT-SP-094-03, ACT-SP-106-03, ACT-SP-119-03","AC-SP-124-01, AC-SP-124-02, AC-SP-124-03, AC-SP-124-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-124-02","SP-124","P07","G3","Delivery activity","Agent","Operations agent","Exercise owner/alternate routing and inspect telemetry/crash payloads for sensitive data","Alert delivery evidence and redaction audit","ACT-SP-124-01","AC-SP-124-01, AC-SP-124-02, AC-SP-124-03, AC-SP-124-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-124-03","SP-124","P07","G3","Verification and handoff","Agent","QA / Operations agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Operator / security reviewer.","SP-124 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-124-02","AC-SP-124-01, AC-SP-124-02, AC-SP-124-03, AC-SP-124-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-125-01","SP-125","P05","G3","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Commission required main/alternate/slow demonstrations, cue audio, captions and setup assets for each released variant; review actual outputs","Review-ready SP-125 packet with source versions, open decisions and acceptance checklist","ACT-SP-005-02, ACT-SP-006-02","AC-SP-125-01, AC-SP-125-02, AC-SP-125-03, AC-SP-125-04","Backlog","Coach / content owner","Qualified coach","IP-01"
"ACT-SP-125-02","SP-125","P05","G3","Human action","Human","","Qualified coach and animator sign actual content, not an agent summary Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-125 decision and any actual specialist/participant work required by its scope","ACT-SP-125-01","AC-SP-125-01, AC-SP-125-02, AC-SP-125-03, AC-SP-125-04","Backlog","Coach / content owner","Qualified coach","IP-01"
"ACT-SP-126-01","SP-126","P01","G1","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Choose representative devices, capture/orientation/codec limits, timer tolerance, thermal/storage envelope and repeat count before trials","Review-ready SP-126 packet with source versions, open decisions and acceptance checklist","ACT-SP-004-01, ACT-SP-010-01","AC-SP-126-01, AC-SP-126-02, AC-SP-126-03","Backlog","QA lead","Independent QA",""
"ACT-SP-126-02","SP-126","P01","G1","Human action","Human","","Mobile lead and founder accept achievable initial support promise Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-126 decision and any actual specialist/participant work required by its scope","ACT-SP-126-01","AC-SP-126-01, AC-SP-126-02, AC-SP-126-03","Backlog","QA lead","Independent QA",""
"ACT-SP-127-01","SP-127","P08","G3","Delivery activity","Agent","QA agent","Seed standalone and sponsored-family flows, approved content and exact versioned candidate inputs","Fresh-staging integrated fixture bundle including priority cases","ACT-SP-045-03, ACT-SP-053-01, ACT-SP-067-01, ACT-SP-070-01","AC-SP-127-01, AC-SP-127-02, AC-SP-127-03, AC-SP-127-04, AC-SP-127-05","Backlog","QA lead","Independent QA","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-127-02","SP-127","P08","G3","Delivery activity","Agent","QA agent","Exercise both themes/modes through practice, export, backup, sharing and deletion with safe identities","Build/config/device-indexed results and reproducible failures","ACT-SP-127-01","AC-SP-127-01, AC-SP-127-02, AC-SP-127-03, AC-SP-127-04, AC-SP-127-05","Backlog","QA lead","Independent QA","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-127-03","SP-127","P08","G3","Verification and handoff","Agent","QA / QA agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent QA.","SP-127 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-127-02","AC-SP-127-01, AC-SP-127-02, AC-SP-127-03, AC-SP-127-04, AC-SP-127-05","Backlog","QA lead","Independent QA","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-128-01","SP-128","P08","G3","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Commission scoped mobile, web, API, media, billing and pipeline assessment using the implemented candidate and defined threat cases","Review-ready SP-128 packet with source versions, open decisions and acceptance checklist","ACT-SP-026-01","AC-SP-128-01, AC-SP-128-02, AC-SP-128-03, AC-SP-128-04","Backlog","Security lead","Independent security reviewer","IP-04"
"ACT-SP-128-02","SP-128","P08","G3","Human action","Human","","Qualified independent security reviewer records findings and acceptance Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-128 decision and any actual specialist/participant work required by its scope","ACT-SP-128-01","AC-SP-128-01, AC-SP-128-02, AC-SP-128-03, AC-SP-128-04","Backlog","Security lead","Independent security reviewer","IP-04"
"ACT-SP-129-01","SP-129","P10","G5","Delivery activity","Agent","Billing agent","Exercise purchase/restore/refund/revoke/grace/renewal and overlapping sources against expected ledgers","Provider sandbox lifecycle evidence matrix","ACT-SP-054-01, ACT-SP-066-01","AC-SP-129-01, AC-SP-129-02, AC-SP-129-03","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-129-02","SP-129","P10","G5","Delivery activity","Agent","Billing agent","Test webhook forgery, seat contention, fresh financial actions and account deletion with active subscriptions","Abuse/seat/deletion results tied to approved catalog","ACT-SP-129-01","AC-SP-129-01, AC-SP-129-02, AC-SP-129-03","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-129-03","SP-129","P10","G5","Verification and handoff","Agent","QA / Billing agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Billing / security reviewer.","SP-129 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-129-02","AC-SP-129-01, AC-SP-129-02, AC-SP-129-03","Backlog","Billing lead","Billing / security reviewer",""
"ACT-SP-130-01","SP-130","P08","G3","Delivery activity","Agent","QA agent","Check text scaling, screen reader, keyboard/focus, reduced motion, errors/OTP/Stop and both themes","Screen/state accessibility evidence matrix","ACT-SP-020-01, ACT-SP-043-01, ACT-SP-062-03, ACT-SP-078-03, ACT-SP-079-03, ACT-SP-082-03","AC-SP-130-01, AC-SP-130-02, AC-SP-130-03, AC-SP-130-04, AC-SP-130-05","Backlog","QA lead","Independent QA","IP-01, IP-05"
"ACT-SP-130-02","SP-130","P08","G3","Delivery activity","Agent","QA agent","Check orientations, outdoor readability and theme switch during capture including pathway/goal return states","Named-device usability observations and blocker list","ACT-SP-130-01","AC-SP-130-01, AC-SP-130-02, AC-SP-130-03, AC-SP-130-04, AC-SP-130-05","Backlog","QA lead","Independent QA","IP-01, IP-05"
"ACT-SP-130-03","SP-130","P08","G3","Verification and handoff","Agent","QA / QA agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent QA.","SP-130 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-130-02","AC-SP-130-01, AC-SP-130-02, AC-SP-130-03, AC-SP-130-04, AC-SP-130-05","Backlog","QA lead","Independent QA","IP-01, IP-05"
"ACT-SP-131-01","SP-131","P08","G3","Delivery activity","Agent","Operations agent","Simulate key/backup compromise, rotation, kill switches and owner unavailability with synthetic identities","Containment timeline and alternate-operator evidence","ACT-SP-055-01, ACT-SP-068-01","AC-SP-131-01, AC-SP-131-02, AC-SP-131-03, AC-SP-131-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-131-02","SP-131","P08","G3","Delivery activity","Agent","Operations agent","Recover aligned system state and replay deletion/revocation while testing older clients and local degradation","RPO/RTO and restore integrity report with missed-window limits","ACT-SP-131-01","AC-SP-131-01, AC-SP-131-02, AC-SP-131-03, AC-SP-131-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-131-03","SP-131","P08","G3","Verification and handoff","Agent","QA / Operations agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Operator / security reviewer.","SP-131 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-131-02","AC-SP-131-01, AC-SP-131-02, AC-SP-131-03, AC-SP-131-04","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-132-01","SP-132","P08","G3","Delivery activity","Agent","Identity agent","Resolve requester authority and record-class retention/holds without widening family/club access","Authorized data export workflow and readable package","ACT-SP-061-03, ACT-SP-102-03, ACT-SP-103-03, ACT-SP-109-03","AC-SP-132-01, AC-SP-132-02, AC-SP-132-03, AC-SP-132-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-132-02","SP-132","P08","G3","Delivery activity","Agent","Identity agent","Coordinate permitted deletion and remaining-copy notices while accurately handling active purchase sources","Erasure workflow and retained-record/subscription cases","ACT-SP-132-01","AC-SP-132-01, AC-SP-132-02, AC-SP-132-03, AC-SP-132-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-132-03","SP-132","P08","G3","Verification and handoff","Agent","QA / Identity agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent security reviewer.","SP-132 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-132-02","AC-SP-132-01, AC-SP-132-02, AC-SP-132-03, AC-SP-132-04","Backlog","Identity lead","Independent security reviewer",""
"ACT-SP-133-01","SP-133","P10","G5","Delivery activity","Agent","Web agent","Explain family/club onboarding, support and honest supported capability using licensed assets","Accessible public product/help pages separated from private data","ACT-SP-030-01, ACT-SP-048-03, ACT-SP-076-02","AC-SP-133-01, AC-SP-133-02, AC-SP-133-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-133-02","SP-133","P10","G5","Delivery activity","Agent","Web agent","Bind public prices/package/source routes to actual approved catalog and review efficacy/audience claims","Pricing presentation and catalog/claim consistency review","ACT-SP-133-01","AC-SP-133-01, AC-SP-133-02, AC-SP-133-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-133-03","SP-133","P10","G5","Verification and handoff","Agent","QA / Web agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Web lead / security reviewer.","SP-133 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-133-02","AC-SP-133-01, AC-SP-133-02, AC-SP-133-03","Backlog","Web lead","Web lead / security reviewer",""
"ACT-SP-134-01","SP-134","P10","G5","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Prepare product screenshots, age audience, privacy/data safety forms, permission descriptions, SDK inventory, support/deletion URLs and reviewer instructions","Review-ready SP-134 packet with source versions, open decisions and acceptance checklist","ACT-SP-030-01, ACT-SP-072-01","AC-SP-134-01, AC-SP-134-02, AC-SP-134-03","Backlog","Release owner","Founder / release owner",""
"ACT-SP-134-02","SP-134","P10","G5","Human action","Human","","Release owner and privacy specialist approve submission package Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-134 decision and any actual specialist/participant work required by its scope","ACT-SP-134-01","AC-SP-134-01, AC-SP-134-02, AC-SP-134-03","Backlog","Release owner","Founder / release owner",""
"ACT-SP-135-01","SP-135","P10","G5","Delivery activity","Agent","Release assistant","Produce signed versioned artifacts, content/config manifest and compatible migration sequence","Candidate manifest and reproducible release preparation","ACT-SP-025-01, ACT-SP-030-01, ACT-SP-032-01, ACT-SP-089-03, ACT-SP-131-03","AC-SP-135-01, AC-SP-135-02, AC-SP-135-03, AC-SP-135-04","Backlog","Release owner","Founder / release owner",""
"ACT-SP-135-02","SP-135","P10","G5","Delivery activity","Agent","Release assistant","Exercise canary checks, halt conditions, monitoring and mobile rollback limits before publication","Rollout rehearsal evidence and recovery/forward-fix runbook","ACT-SP-135-01","AC-SP-135-01, AC-SP-135-02, AC-SP-135-03, AC-SP-135-04","Backlog","Release owner","Founder / release owner",""
"ACT-SP-135-03","SP-135","P10","G5","Verification and handoff","Agent","QA / Release assistant","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Founder / release owner.","SP-135 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-135-02","AC-SP-135-01, AC-SP-135-02, AC-SP-135-03, AC-SP-135-04","Backlog","Release owner","Founder / release owner",""
"ACT-SP-136-01","SP-136","P10","G5","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Finalize family/club setup guides, adult training, cancellation/refund paths, support coverage, recovery and safeguarding escalation with backup owners","Review-ready SP-136 packet with source versions, open decisions and acceptance checklist","ACT-SP-030-01, ACT-SP-062-03","AC-SP-136-01, AC-SP-136-02, AC-SP-136-03, AC-SP-136-04","Backlog","Founder","Founder / specialist",""
"ACT-SP-136-02","SP-136","P10","G5","Human action","Human","","Founder appoints support/alternate and signs operating commitments Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-136 decision and any actual specialist/participant work required by its scope","ACT-SP-136-01","AC-SP-136-01, AC-SP-136-02, AC-SP-136-03, AC-SP-136-04","Backlog","Founder","Founder / specialist",""
"ACT-SP-137-01","SP-137","P09","G4","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Use approved recruitment/contact route, guardian consent/child assent and separate recording/research choices; include intended age and device cases","Review-ready SP-137 packet with source versions, open decisions and acceptance checklist","ACT-SP-028-02","AC-SP-137-01, AC-SP-137-02, AC-SP-137-03, AC-SP-137-04, AC-SP-137-05","Backlog","Research owner","Research owner / safeguarding lead","IP-01, IP-02"
"ACT-SP-137-02","SP-137","P09","G4","Human action","Human","","Research lead handles contact and consent; agents analyse de-identified evidence only Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-137 decision and any actual specialist/participant work required by its scope","ACT-SP-137-01","AC-SP-137-01, AC-SP-137-02, AC-SP-137-03, AC-SP-137-04, AC-SP-137-05","Backlog","Research owner","Research owner / safeguarding lead","IP-01, IP-02"
"ACT-SP-138-01","SP-138","P09","G4","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Test invitations, roster, plan changes beyond twelve, assignment, attendance, sharing, departure and no-video completion with consented users","Review-ready SP-138 packet with source versions, open decisions and acceptance checklist","ACT-SP-028-02","AC-SP-138-01, AC-SP-138-02, AC-SP-138-03, AC-SP-138-04, AC-SP-138-05","Backlog","Research owner","Research owner / safeguarding lead","IP-02, IP-04"
"ACT-SP-138-02","SP-138","P09","G4","Human action","Human","","Club research owner and qualified coach observe and approve findings Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-138 decision and any actual specialist/participant work required by its scope","ACT-SP-138-01","AC-SP-138-01, AC-SP-138-02, AC-SP-138-03, AC-SP-138-04, AC-SP-138-05","Backlog","Research owner","Research owner / safeguarding lead","IP-02, IP-04"
"ACT-SP-139-01","SP-139","P09","G4","Delivery activity","Agent","Business analysis agent","Separate accounts/seats/players, personal assessments, participation, return and price response with denominators","Reproducible metric tables and actual-versus-proposed labels","ACT-SP-029-01, ACT-SP-046-01","AC-SP-139-01, AC-SP-139-02, AC-SP-139-03, AC-SP-139-04, AC-SP-139-05","Backlog","Founder","Founder / specialist","IP-03, IP-05"
"ACT-SP-139-02","SP-139","P09","G4","Delivery activity","Agent","Business analysis agent","Use measured export/media/retention/playback/support/review workloads and goal/reminder costs","Updated financial scenarios with inputs, formulas and uncertainty","ACT-SP-139-01","AC-SP-139-01, AC-SP-139-02, AC-SP-139-03, AC-SP-139-04, AC-SP-139-05","Backlog","Founder","Founder / specialist","IP-03, IP-05"
"ACT-SP-139-03","SP-139","P09","G4","Verification and handoff","Agent","QA / Business analysis agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Founder / specialist.","SP-139 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-139-02","AC-SP-139-01, AC-SP-139-02, AC-SP-139-03, AC-SP-139-04, AC-SP-139-05","Backlog","Founder","Founder / specialist","IP-03, IP-05"
"ACT-SP-140-01","SP-140","P09","G4","Delivery activity","Agent","QA agent","Reproduce findings, assign source requirements and define focused remediation acceptance","Prioritized correction cards with owners and evidence links","ACT-SP-029-01, ACT-SP-046-01, ACT-SP-057-01","AC-SP-140-01, AC-SP-140-02, AC-SP-140-03","Backlog","QA lead","Independent QA",""
"ACT-SP-140-02","SP-140","P09","G4","Delivery activity","Agent","QA agent","Collect current blocker outcomes and estimate remaining supported-device/audience/feature obligations","Retest results and proceed/revise/stop packet for human acceptance","ACT-SP-140-01","AC-SP-140-01, AC-SP-140-02, AC-SP-140-03","Backlog","QA lead","Independent QA",""
"ACT-SP-140-03","SP-140","P09","G4","Verification and handoff","Agent","QA / QA agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Independent QA.","SP-140 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-140-02","AC-SP-140-01, AC-SP-140-02, AC-SP-140-03","Backlog","QA lead","Independent QA",""
"ACT-SP-141-01","SP-141","P10","G5","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Collect build/config/content versions, test and review evidence, operating cover, costs and rollout decision into one auditable packet","Review-ready SP-141 packet with source versions, open decisions and acceptance checklist","ACT-SP-074-01","AC-SP-141-01, AC-SP-141-02, AC-SP-141-03, AC-SP-141-04","Backlog","Release owner","Founder / release owner",""
"ACT-SP-141-02","SP-141","P10","G5","Gate decision","Human","","Release owner makes the go/no-go decision; agents may only assemble evidence Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-141 decision and any actual specialist/participant work required by its scope","ACT-SP-141-01","AC-SP-141-01, AC-SP-141-02, AC-SP-141-03, AC-SP-141-04","Backlog","Release owner","Founder / release owner",""
"ACT-SP-142-01","SP-142","P11","G6","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Set practical cadence/owners for access, dependencies, privacy deletion, content, restore, billing reconciliation, cost and support review","Review-ready SP-142 packet with source versions, open decisions and acceptance checklist","ACT-SP-034-01","AC-SP-142-01, AC-SP-142-02, AC-SP-142-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-142-02","SP-142","P11","G6","Human action","Human","","Operator/founder accept recurring commitments and budget Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-142 decision and any actual specialist/participant work required by its scope","ACT-SP-142-01","AC-SP-142-01, AC-SP-142-02, AC-SP-142-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-143-01","SP-143","P11","G6","Delivery activity","Agent","Business analysis agent","Compare observed needs for Coach Pro, storage, markets and technique assistance with wishlist triggers","Evidence-based opportunity briefs with no implied baseline promotion","ACT-SP-035-01","AC-SP-143-01, AC-SP-143-02","Backlog","Founder","Founder / specialist",""
"ACT-SP-143-02","SP-143","P11","G6","Delivery activity","Agent","Business analysis agent","Document technical, safeguarding, rights, cost and validation requirements for selected candidates","Scoped evaluate/defer recommendations for owner decision","ACT-SP-143-01","AC-SP-143-01, AC-SP-143-02","Backlog","Founder","Founder / specialist",""
"ACT-SP-143-03","SP-143","P11","G6","Verification and handoff","Agent","QA / Business analysis agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Founder / specialist.","SP-143 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-143-02","AC-SP-143-01, AC-SP-143-02","Backlog","Founder","Founder / specialist",""
"ACT-SP-144-01","SP-144","P11","G6","Delivery activity","Agent","Operations agent","Inventory supported dependencies/OS/device changes and authorized credential rotation needs","Dated maintenance findings and proposed bounded changes","ACT-SP-034-01","AC-SP-144-01, AC-SP-144-02, AC-SP-144-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-144-02","SP-144","P11","G6","Delivery activity","Agent","Operations agent","Update the selected components/credentials within authority and exercise relevant old-client/security regressions","Versioned maintenance change with current evidence and incident routing","ACT-SP-144-01","AC-SP-144-01, AC-SP-144-02, AC-SP-144-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-144-03","SP-144","P11","G6","Verification and handoff","Agent","QA / Operations agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Operator / security reviewer.","SP-144 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-144-02","AC-SP-144-01, AC-SP-144-02, AC-SP-144-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-145-01","SP-145","P11","G6","Delivery activity","Agent","Operations agent","Map vendors, auth/config/data formats, ownership boundaries and restoration options","Portability inventory and sample readable export/restore specification","ACT-SP-034-01","AC-SP-145-01, AC-SP-145-02, AC-SP-145-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-145-02","SP-145","P11","G6","Delivery activity","Agent","Operations agent","Sequence billing termination, retention/deletion and customer communication with owners and residual-copy limits","Reviewable service-exit runbook with no external action performed","ACT-SP-145-01","AC-SP-145-01, AC-SP-145-02, AC-SP-145-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-145-03","SP-145","P11","G6","Verification and handoff","Agent","QA / Operations agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Operator / security reviewer.","SP-145 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-145-02","AC-SP-145-01, AC-SP-145-02, AC-SP-145-03","Backlog","Operator","Operator / security reviewer",""
"ACT-SP-146-01","SP-146","P02","G2","Delivery activity","Agent","Delivery agent","Claim the exact authorized checkout/task and produce an isolated reviewable change with run budget and evidence","Controlled trial run record and review artifact","ACT-SP-002-03, ACT-SP-003-03, ACT-SP-012-03","AC-SP-146-01, AC-SP-146-02, AC-SP-146-03","Backlog","Delivery owner","Delivery owner",""
"ACT-SP-146-02","SP-146","P02","G2","Delivery activity","Agent","Delivery agent","Attempt harmless wrong-target/injected-input cases and validate cancellation/retry/current-commit gates","Denial/cancellation/failure evidence and trial improvement findings","ACT-SP-146-01","AC-SP-146-01, AC-SP-146-02, AC-SP-146-03","Backlog","Delivery owner","Delivery owner",""
"ACT-SP-146-03","SP-146","P02","G2","Verification and handoff","Agent","QA / Delivery agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Delivery owner.","SP-146 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-146-02","AC-SP-146-01, AC-SP-146-02, AC-SP-146-03","Backlog","Delivery owner","Delivery owner",""
"ACT-SP-147-01","SP-147","P10","G5","Delivery activity","Agent","Business analysis agent","Separate supplier quotes, internal scenarios and gaps for export/identity/media/recovery and all five priorities","Cost input inventory and quantity/review/staffing assumptions","ACT-SP-030-01, ACT-SP-064-02, ACT-SP-081-03","AC-SP-147-01, AC-SP-147-02, AC-SP-147-03, AC-SP-147-04, AC-SP-147-05","Backlog","Founder","Founder / specialist","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-147-02","SP-147","P10","G5","Delivery activity","Agent","Business analysis agent","Update the workbook for stress usage, coach review, support, retained/recovery copies and cash runway","Reproducible revised budget with date, owner and uncertainty","ACT-SP-147-01","AC-SP-147-01, AC-SP-147-02, AC-SP-147-03, AC-SP-147-04, AC-SP-147-05","Backlog","Founder","Founder / specialist","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-147-03","SP-147","P10","G5","Verification and handoff","Agent","QA / Business analysis agent","Demonstrate every source acceptance condition against the resulting artifact and submit evidence to Founder / specialist.","SP-147 acceptance evidence bundle: criterion outcomes, exact versions, commands/checks, device results where required and remaining limits","ACT-SP-147-02","AC-SP-147-01, AC-SP-147-02, AC-SP-147-03, AC-SP-147-04, AC-SP-147-05","Backlog","Founder","Founder / specialist","IP-01, IP-02, IP-03, IP-04, IP-05"
"ACT-SP-148-01","SP-148","P10","G5","Decision preparation","Agent","Delivery / analysis agent","Assemble source evidence, options, gaps and the decision needed for: Approve actual Family/Club packages, currency/tax, annual terms, seat minimum, allowances, retention and refund/source policy","Review-ready SP-148 packet with source versions, open decisions and acceptance checklist","ACT-SP-030-01, ACT-SP-048-03, ACT-SP-049-02","AC-SP-148-01, AC-SP-148-02, AC-SP-148-03","Backlog","Founder","Founder / specialist",""
"ACT-SP-148-02","SP-148","P10","G5","Human action","Human","","Founder approves products; only authorized billing operator configures live services Confirm the outcome against the original source acceptance; record approve/revise/stop with actual evidence.","Dated SP-148 decision and any actual specialist/participant work required by its scope","ACT-SP-148-01","AC-SP-148-01, AC-SP-148-02, AC-SP-148-03","Backlog","Founder","Founder / specialist",""
"ACT-SP-149-01","SP-149","P10","G5","Delivery activity","Agent","Delivery agent","Join features, screens, risks, reviews, IP priorities and ACT activities to exact build/config/content","Release traceability reconciliation and missing-coverage report","ACT-SP-031-02, ACT-SP-032-01, ACT-SP-033-01, ACT-SP-071-01, ACT-SP-072-01, ACT-SP-073-01","AC-SP-149-01, AC-SP-149-02, AC-SP-149-03, AC-SP-149-04","Backlog","Delivery owner","Delivery owner","IP-01, IP-02, IP-03, IP-04, IP-05"
